name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
New Kadai,Yes,No,3.8,46,Malleshwaram,Casual Dining,Biryani,"North Indian, Chinese, Seafood",700.0,Dine-out,Malleshwaram
Tasty Paradise,Yes,No,3.7,98,Malleshwaram,Casual Dining,Biryani,"North Indian, Mughlai, Chinese, Beverages",550.0,Dine-out,Malleshwaram
HighTeaParty Cafe,Yes,No,3.9,72,Malleshwaram,Cafe,"Cheese Balls, Mushroom Pasta, Paneer Pizza, Chicken Peri Peri Sizzler, Chips","Cafe, Continental, Steak, Italian",500.0,Dine-out,Malleshwaram
Tata Cha,Yes,No,3.2,9,Malleshwaram,"Beverage Shop, Cafe",Biryani,"Cafe, Tea, North Indian",500.0,Dine-out,Malleshwaram
New Prashanth Hotel,No,No,3.1,10,Malleshwaram,Quick Bites,Biryani,"South Indian, Biryani",400.0,Dine-out,Malleshwaram
Beijing Bites,No,No,3.7,175,Malleshwaram,Casual Dining,"Noodles, Chop Suey, Momos, Salad, Wonton Soup","Chinese, Thai",600.0,Dine-out,Malleshwaram
Nesara Mullti - Cuisine Family Dining & Garden...,Yes,No,2.7,61,Malleshwaram,Casual Dining,Biryani,"North Indian, Chinese, South Indian, Beverages",800.0,Dine-out,Malleshwaram
Art Cafe,No,No,3.5,7,Malleshwaram,Cafe,Biryani,Cafe,1000.0,Dine-out,Malleshwaram
New Shanthi Sagar,No,No,2.8,81,Malleshwaram,Casual Dining,"Rice, Filter Coffee, Biryani, Masala Poori","South Indian, North Indian, Chinese, Street Food",600.0,Dine-out,Malleshwaram
Brahmin's Coffee Bar,No,No,3.9,282,Malleshwaram,Quick Bites,"Rava Idli, Benne Masala Dosa, Filter Coffee, Tea, Pav Bhaji, Pongal, Curd Vadai",South Indian,250.0,Dine-out,Malleshwaram
Nebula,No,No,3.3,6,Malleshwaram,Casual Dining,Biryani,"North Indian, Chinese, Thai, Italian, South Indian",700.0,Dine-out,Malleshwaram
Lakshmi Mess,No,No,3.3,13,Malleshwaram,Mess,Biryani,South Indian,200.0,Dine-out,Malleshwaram
Cafe Coffee Day,No,No,2.7,20,Malleshwaram,Cafe,Biryani,"Cafe, Fast Food",900.0,Dine-out,Malleshwaram
CTR,Yes,No,4.7,4408,Malleshwaram,Quick Bites,"Benne Masala Dosa, Filter Coffee, Chai, Butter Masala Dosa, Crispy Vada, Tea, Kesari Bath",South Indian,150.0,Dine-out,Malleshwaram
Halli Mane,Yes,No,4.0,1192,Malleshwaram,Quick Bites,"Akki Rottis, Roti, Rava Idli, Filter Coffee, Pongal, Masala Dosa, Kokum Juice","South Indian, North Indian, Chinese",250.0,Dine-out,Malleshwaram
Mavalli Tiffin Room (MTR),No,No,4.3,354,Malleshwaram,Quick Bites,"Masala Dosa, Pongal, Bisi Bele Bhaath, Curd Vadai, Rava Idli, Filter Coffee, Idli Vada","South Indian, Beverages",300.0,Dine-out,Malleshwaram
Bhairaveshwara Military Hotel,Yes,No,4.1,133,Malleshwaram,Quick Bites,Biryani,"South Indian, Hyderabadi",250.0,Dine-out,Malleshwaram
Dhanalakshmi Grand,Yes,No,4.0,71,Malleshwaram,Quick Bites,Masala Dosa,"South Indian, North Indian",300.0,Dine-out,Malleshwaram
Temple Meals,No,No,3.8,76,Malleshwaram,Quick Bites,Banana Leaf Meal,South Indian,200.0,Dine-out,Malleshwaram
New Krishna Bhavan,No,No,4.2,600,Malleshwaram,Quick Bites,"Neer Dosa, Filter Coffee, Button Idli, Benne Masala Dosa, Puri Saagu, Badam Halwa, Vada","South Indian, North Indian, Chinese",200.0,Dine-out,Malleshwaram
Shuchi Ruchi,Yes,No,4.0,340,Malleshwaram,Quick Bites,"Aloo Palya, Masala Poori, Panipuri, Rolls, Chaat, Benne Dosa, Dahipuri","Chinese, North Indian, Street Food",350.0,Dine-out,Malleshwaram
Hotel Janatha,No,No,4.1,748,Malleshwaram,Quick Bites,"Masala Dosa, Filter Coffee, Tea, Onion Dosa, Vada Sambar, Badam Milk, Badam Halwa",South Indian,150.0,Dine-out,Malleshwaram
Karavali Lunch Home,Yes,No,4.0,172,Malleshwaram,Quick Bites,"Neer Dosa, Fish Curry, Chicken Sukha, Rawas Fry, Thali, Fish Rava Fry","South Indian, Seafood",300.0,Dine-out,Malleshwaram
KFC,Yes,No,4.0,192,Malleshwaram,Quick Bites,"Zinger Burger, French Fries, Choco Lash, Hot Wings, Virgin Mojito","Burger, Fast Food",400.0,Dine-out,Malleshwaram
Hari Super Sandwich,No,No,3.9,59,Malleshwaram,Quick Bites,Biryani,"Fast Food, Street Food",200.0,Dine-out,Malleshwaram
Asha Food Camp,No,No,4.1,534,Malleshwaram,Quick Bites,"Panneer Butter Masala, Manchurian, Fruit Salad, Idli, Filter Coffee, Dhokla, Kashmiri Pulao","South Indian, Street Food, Fast Food",800.0,Dine-out,Malleshwaram
California Burrito,No,No,4.2,124,Malleshwaram,Food Court,"Nachos, Burrito Bowl, Rice Bowl, California Burrito, Tacos, Peri Peri Chicken","Mexican, Fast Food",400.0,Dine-out,Malleshwaram
Amrut,Yes,No,3.5,250,Malleshwaram,Quick Bites,Paratha,"North Indian, Chinese, Fast Food",300.0,Dine-out,Malleshwaram
Namma Kudla,No,No,4.2,62,Malleshwaram,Quick Bites,"Thali, Idli, Neer Dosa","South Indian, Mangalorean",350.0,Dine-out,Malleshwaram
Sai Shakti,No,No,4.0,212,Malleshwaram,Quick Bites,"Shahi Paneer, Custard, Rajma, Sweet Lassi, Protein Chapati, Biryani, Jeera Rice",North Indian,250.0,Dine-out,Malleshwaram
Ali Snacks Point,Yes,No,3.4,5,Malleshwaram,Quick Bites,Biryani,"Chinese, Momos",150.0,Dine-out,Malleshwaram
Oyalo,Yes,No,3.2,8,Malleshwaram,Quick Bites,Biryani,Pizza,300.0,Dine-out,Malleshwaram
Burger King,Yes,No,4.0,633,Malleshwaram,Quick Bites,"Burgers, Chicken Fries, Veg Burger, Chicken Wings, Chicken Whopper, Mango Shake, Supreme Burger","Burger, Fast Food, Beverages",600.0,Dine-out,Malleshwaram
Domino's Pizza,Yes,No,4.0,377,Malleshwaram,Quick Bites,"Pizza, Garlic Bread, Chocolava Cake","Pizza, Fast Food",400.0,Dine-out,Malleshwaram
The Fast Food,Yes,No,4.0,65,Malleshwaram,Quick Bites,Biryani,"South Indian, Fast Food",150.0,Dine-out,Malleshwaram
Kailash Parbat,No,No,3.1,116,Malleshwaram,Food Court,"Chole, Sev Puri, Pav Bhaji, Sweet Lassi, Chaat Platter, Veg Thali","North Indian, Street Food",600.0,Dine-out,Malleshwaram
Antarastriya,Yes,No,3.9,461,Malleshwaram,Quick Bites,"Pasta, Momos, Noodles, Manchurian, Peri Peri Fries, Chinese Bhel, Tacos","Chinese, Fast Food, Momos",200.0,Dine-out,Malleshwaram
McDonald's,Yes,No,4.0,151,Malleshwaram,Quick Bites,"Burgers, French Fries, Maharaja Burger","Fast Food, Burger, Beverages, Cafe, Desserts",500.0,Dine-out,Malleshwaram
Sri Sai Ram's,No,No,4.2,61,Malleshwaram,Quick Bites,"Chaat, Chips, Dahipuri, Masala Poori",Street Food,200.0,Dine-out,Malleshwaram
Holige Mane,Yes,No,4.1,55,Malleshwaram,Quick Bites,Biryani,South Indian,100.0,Dine-out,Malleshwaram
LV Venkateshwara Jolada Rotti Oota,Yes,No,3.9,33,Malleshwaram,Quick Bites,Biryani,South Indian,300.0,Dine-out,Malleshwaram
Chetty's Corner,No,No,4.0,52,Malleshwaram,Quick Bites,"Sandwiches, Sandwich, Bun Nippat Cheese","Fast Food, Pizza, Sandwich",250.0,Dine-out,Malleshwaram
Chaatimes,Yes,No,3.9,112,Malleshwaram,Quick Bites,"Dabeli, Masala Poori, Misal Pav, Dahipuri, Papdi Chaat, Panipuri, Pav Bhaji","Street Food, Fast Food",200.0,Dine-out,Malleshwaram
Four Seasons Fast Food Center,Yes,No,3.7,136,Malleshwaram,Quick Bites,Biryani,"North Indian, Chinese, Biryani",400.0,Dine-out,Malleshwaram
Donne Biryani House,Yes,No,3.8,59,Malleshwaram,Quick Bites,Biryani,"Andhra, Biryani",300.0,Dine-out,Malleshwaram
Mehfil Family Restaurant,Yes,No,3.0,81,Malleshwaram,Quick Bites,Biryani,North Indian,750.0,Dine-out,Malleshwaram
Malleshwaram Holige Mane,No,No,3.5,7,Malleshwaram,Quick Bites,Biryani,South Indian,200.0,Dine-out,Malleshwaram
Veg By Nature,No,No,2.9,57,Malleshwaram,Quick Bites,"Chilli Paneer, Manchurian, Aloo Paratha, Dahipuri",North Indian,300.0,Dine-out,Malleshwaram
Sukh Sagar Express,Yes,No,3.7,89,Malleshwaram,Food Court,"Thali, Chaat, Roti, Sandwiches","North Indian, Chinese, Fast Food, Street Food",500.0,Dine-out,Malleshwaram
Dhadoom,Yes,No,4.0,58,Malleshwaram,Food Court,"Fries, Sandwich, Paan Shake, Pasta, Sandwiches, Noodles, Pizza","North Indian, Street Food, Pizza, Burger, Sandwich",300.0,Dine-out,Malleshwaram
Mumbai Spice,Yes,No,3.7,100,Malleshwaram,Quick Bites,"Paratha, Vada Pav, Thali, Lassi, Manchurian","North Indian, Chinese",400.0,Dine-out,Malleshwaram
Srushti Coffee,Yes,No,3.4,9,Malleshwaram,Quick Bites,Biryani,South Indian,300.0,Dine-out,Malleshwaram
SGS Non Veg - Gundu Pulav,Yes,No,3.2,7,Malleshwaram,Quick Bites,Biryani,"Biryani, Fast Food",400.0,Dine-out,Malleshwaram
Falafel's - The Lebanese Haus,No,No,3.9,47,Malleshwaram,Quick Bites,"Shawarma, Chicken Shawarama, Falafel Wrap, Lemonade",Lebanese,300.0,Dine-out,Malleshwaram
RR Biriyani,No,No,3.7,21,Malleshwaram,Quick Bites,Biryani,Biryani,300.0,Dine-out,Malleshwaram
Hatti Kaapi,Yes,No,3.7,30,Malleshwaram,Quick Bites,Biryani,"South Indian, Street Food",200.0,Dine-out,Malleshwaram
Hotel Halli Nenapu,Yes,No,3.4,62,Malleshwaram,Food Court,"Donne Biryani, Raita",South Indian,500.0,Dine-out,Malleshwaram
Five Star Chicken,Yes,No,2.8,44,Malleshwaram,Quick Bites,Biryani,"Fast Food, Burger",300.0,Dine-out,Malleshwaram
The Higher Taste Stores,Yes,No,3.8,120,Malleshwaram,"Quick Bites, Bakery","Paratha, Sandwiches, Sweet Lassi, Sandwich, Eggless Cake, Gulab Jamun, Bread Pakora","Fast Food, Bakery",300.0,Dine-out,Malleshwaram
Sri Sairam's Chats and Juice,No,No,4.2,471,Malleshwaram,Quick Bites,"Chaat, Dahipuri, Chips, Masala Poori, Bhel Puri, Jal-jeera, Sev Puri",Street Food,100.0,Dine-out,Malleshwaram
Matsya Lunch Home,Yes,No,3.7,10,Malleshwaram,Quick Bites,Biryani,Mangalorean,400.0,Dine-out,Malleshwaram
Chick Inn 24x7,Yes,No,3.6,86,Malleshwaram,Quick Bites,Biryani,Fast Food,450.0,Dine-out,Malleshwaram
Upsouth,Yes,No,4.2,466,Malleshwaram,Food Court,"Filter Coffee, Elaneer Mousse, Tea, Poori Bhaji, Vada, Buttermilk, Mini Idlis",South Indian,300.0,Dine-out,Malleshwaram
Pizza Stop,Yes,No,2.9,57,Malleshwaram,Quick Bites,Biryani,"Pizza, Italian",600.0,Dine-out,Malleshwaram
Maiyas,Yes,No,3.9,291,Malleshwaram,"Quick Bites, Bakery","Masala Dosa, Akki Rottis, Filter Coffee, Tea, Bonda Soup, Puri Saagu, Vada","South Indian, North Indian, Chinese, Bakery, Desserts",300.0,Dine-out,Malleshwaram
Gowdara Hatti,Yes,No,3.7,29,Malleshwaram,Quick Bites,Biryani,South Indian,300.0,Dine-out,Malleshwaram
Kaati Zone,No,No,2.8,26,Malleshwaram,Quick Bites,Biryani,"Fast Food, Biryani, Rolls",350.0,Dine-out,Malleshwaram
Aahara Vihar,No,No,3.5,13,Malleshwaram,Quick Bites,Biryani,"South Indian, North Indian, Chinese",300.0,Dine-out,Malleshwaram
Marhaba,Yes,No,2.7,72,Malleshwaram,Food Court,"Chicken Grill, Falafel, Mint Lemonade, Thali","North Indian, Lebanese, Rolls",550.0,Dine-out,Malleshwaram
Coastal Express,Yes,No,3.4,35,Malleshwaram,Quick Bites,Biryani,South Indian,300.0,Dine-out,Malleshwaram
Sai Cafe Veg,No,No,3.5,11,Malleshwaram,Quick Bites,Biryani,Fast Food,250.0,Dine-out,Malleshwaram
Polar Bear,Yes,No,4.0,165,Malleshwaram,Dessert Parlor,"Sandwiches, Brownie Fudge, Hot Chocolate Fudge, Cheese Sandwich, Coffee, Grilled Sandwich","Desserts, Ice Cream, Beverages, Sandwich",400.0,Dine-out,Malleshwaram
Sri Venkateshwar Bhavan,No,No,3.5,7,Malleshwaram,Quick Bites,Biryani,"South Indian, Chinese, Seafood",200.0,Dine-out,Malleshwaram
Ganesh Food Joint,Yes,No,3.6,101,Malleshwaram,Quick Bites,Biryani,"South Indian, North Indian, Chinese",200.0,Dine-out,Malleshwaram
Subway,Yes,No,2.4,71,Malleshwaram,"Quick Bites, Food Court","Salad, Sandwich","Healthy Food, Salad, Fast Food",500.0,Dine-out,Malleshwaram
Sizzling China,Yes,No,2.9,23,Malleshwaram,Food Court,Biryani,Chinese,300.0,Dine-out,Malleshwaram
Hotel Vaishali,No,No,3.6,20,Malleshwaram,Quick Bites,Biryani,South Indian,150.0,Dine-out,Malleshwaram
Mom's Rasoi,No,No,3.5,14,Malleshwaram,Quick Bites,Biryani,"South Indian, Biryani",300.0,Dine-out,Malleshwaram
Crazy Pizza,Yes,No,3.4,5,Malleshwaram,"Food Court, Quick Bites",Biryani,"Pizza, Fast Food",400.0,Dine-out,Malleshwaram
Food Square,Yes,No,3.2,4,Malleshwaram,Quick Bites,Biryani,"Chinese, Street Food, Rolls",250.0,Dine-out,Malleshwaram
The Biryani Culture,Yes,No,3.2,9,Malleshwaram,Food Court,Biryani,North Indian,500.0,Dine-out,Malleshwaram
Currylicious,No,No,3.1,49,Malleshwaram,Food Court,"Neer Dosa, Thali, Ghee Rice, Sea Food, Paratha","South Indian, Mangalorean, Kerala",800.0,Dine-out,Malleshwaram
G. P. S. Kaapi Thindi,No,No,3.5,14,Malleshwaram,Quick Bites,Biryani,Street Food,150.0,Dine-out,Malleshwaram
Pure & Natural,No,No,2.6,30,Malleshwaram,Quick Bites,"Sandwiches, Salad, Corn Soup","Healthy Food, Beverages, Fast Food",500.0,Dine-out,Malleshwaram
Naati Manae,Yes,No,2.7,25,Malleshwaram,Food Court,Biryani,"North Indian, South Indian, Chinese, Biryani",700.0,Dine-out,Malleshwaram
Empire Juice Shop,No,No,2.8,42,Malleshwaram,Beverage Shop,Mosambi Juice,Juices,150.0,Dine-out,Malleshwaram
Four Seasons Fast Food,No,No,3.3,20,Malleshwaram,Quick Bites,Biryani,"North Indian, Chinese, Biryani",400.0,Dine-out,Malleshwaram
StikSnax,No,No,2.6,19,Malleshwaram,Quick Bites,Biryani,Fast Food,300.0,Dine-out,Malleshwaram
Khan Saheb Grills and Rolls,Yes,No,2.6,24,Malleshwaram,"Food Court, Quick Bites",Biryani,"Fast Food, Rolls",400.0,Dine-out,Malleshwaram
Grill Biryanis,Yes,No,3.1,8,Malleshwaram,Quick Bites,Biryani,"Biryani, North Indian",500.0,Dine-out,Malleshwaram
Ganesh Darshini,Yes,No,3.7,286,Malleshwaram,Quick Bites,Biryani,"South Indian, Fast Food",150.0,Dine-out,Malleshwaram
Sbarro,No,No,2.7,268,Malleshwaram,Food Court,"Garlic Bread, Chicken Keema Pizza, Bbq Chicken, White Sauce Pasta, Veg Supreme, Paneer Pizza, Capsicum Pizza",Pizza,500.0,Dine-out,Malleshwaram
Sattvam,No,No,4.4,2127,Sadashiv Nagar,Casual Dining,"Gajar Ka Halwa, Jalebi Rabri, Aamras, Pongal, Salads, Lauki Ka Halwa, Pasta","North Indian, South Indian",1200.0,Dine-out,Malleshwaram
Barbecued - By The Orchard,No,Yes,4.3,592,Sadashiv Nagar,Casual Dining,"Vegetable Biryani, Panipuri, Chaat, Paneer Tikka, Lunch Buffet, Curd Rice, Vegetarian",North Indian,1200.0,Dine-out,Malleshwaram
Kesariya,No,Yes,4.2,174,Sadashiv Nagar,Casual Dining,"Rajasthani Thali, Masala Chaach, Malai Ghewar, Palak Chaat, Halwa, Fruit Cream, Dal Panchmel",Rajasthani,1200.0,Dine-out,Malleshwaram
The Raj Pavilion - ITC Windsor,No,Yes,4.2,371,Sankey Road,Fine Dining,"Pizza, Chocolate Cake, Salads, Hot Chocolate, Tea, Creme Brulee, Sunday Brunch","North Indian, Continental, Asian",2400.0,Dine-out,Malleshwaram
Sea Rock,Yes,Yes,4.6,514,Seshadripuram,Casual Dining,"Sea Food, Neer Dosa, Fish, Squid Masala, Palak Rice, Masala Papad, Chicken Gassi","Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1000.0,Dine-out,Malleshwaram
Mint Masala,Yes,No,3.8,571,Sadashiv Nagar,Casual Dining,"Salads, Salad, Veg Platter, Lunch Buffet, Kadai Paneer, Mint Masala, Veg Buffet","Chinese, North Indian",800.0,Dine-out,Malleshwaram
La Brasserie - Le Meridien,No,Yes,4.1,309,Sankey Road,Fine Dining,"Pasta, Veg Sushi, Biryani, Lunch Buffet, Waffles, Grilled Lamb, Sunday Brunch","North Indian, Continental, Japanese, Chinese, South Indian",4100.0,Dine-out,Malleshwaram
The Kabab Studio - Goldfinch Hotel,No,Yes,4.2,358,Seshadripuram,Casual Dining,"Chaat, Pav Bhaji, Biryani, Lassi, Mocktails, Dahipuri, Lemongrass Mocktail","North Indian, Chinese, Continental",1500.0,Dine-out,Malleshwaram
The Sugar Factory - Le Meridien,No,No,3.9,629,Sankey Road,Club,"Cocktails, Chicken Satay, Nachos, Beer",Finger Food,2000.0,Dine-out,Malleshwaram
The Orchard,Yes,Yes,4.0,672,Sadashiv Nagar,Casual Dining,"Mocktails, Chaat, Paneer Tikka, Vegetarian, Handi Biryani, Pasta, Tandoori Platter",North Indian,900.0,Dine-out,Malleshwaram
Royal Afghan - ITC Windsor,No,Yes,4.3,413,Sankey Road,Fine Dining,"Dal Bukhara, Chocolate Cake, Butter Chicken, Naan, Beer, Kulfi, Pudina Paratha","North Indian, Mughlai",5000.0,Dine-out,Malleshwaram
Third Wave Coffee Roasters,No,No,4.3,90,Sadashiv Nagar,Cafe,"Coffee, Hot Chocolate, Sandwich, Shakshouka","Cafe, Continental, Desserts",800.0,Dine-out,Malleshwaram
Little Italy,No,Yes,4.3,354,Sadashiv Nagar,Casual Dining,"Pizza, Mocktails, Salads, Nachos, Pesto Pasta, Risotto, Spinach Salsa","Italian, Pizza, Mexican",1400.0,Dine-out,Malleshwaram
24/7 - The Lalit Ashok Bangalore,No,Yes,4.0,344,Seshadripuram,Fine Dining,"Salads, Breakfast Buffet, Rasmalai, Sunday Brunch, Omelette, Biryani, Pancakes","Continental, North Indian, Italian, Chinese",3000.0,Dine-out,Malleshwaram
KittyKo,No,No,4.1,179,Seshadripuram,"Bar, Lounge",Rooftop Ambience,"Finger Food, Continental",3000.0,Dine-out,Malleshwaram
Pebble,No,No,3.9,481,Sadashiv Nagar,Club,"Cocktails, Pepper Chicken",Finger Food,1500.0,Dine-out,Malleshwaram
JustBe Cafe,No,Yes,4.3,476,Sadashiv Nagar,Cafe,"Salad, Salads, Sandwich, Nachos, Garden Pizza, Herbed Potato Wedges, Falafel","Cafe, Beverages, Healthy Food",1000.0,Dine-out,Malleshwaram
Pulimunchi,Yes,Yes,4.1,532,Sadashiv Nagar,Casual Dining,"Neer Dosa, Egg Ghee Roast, Sea Food, Tender Coconut Souffle, Murgh Ghee Roast, Fish, Appam","Mangalorean, Seafood",1000.0,Dine-out,Malleshwaram
Dakshin - ITC Windsor,No,Yes,4.3,202,Sankey Road,Fine Dining,"Appam, Prawn, Vegetable Stew, Fish, Banana Dosa, Veg Thali, Paratha",South Indian,4000.0,Dine-out,Malleshwaram
Sutra - The Lalit Ashok Bangalore,No,No,3.8,273,Seshadripuram,Lounge,Cocktails,"Continental, Chinese",2200.0,Dine-out,Malleshwaram
Akss - India Reimagined,No,Yes,4.2,258,Sadashiv Nagar,Casual Dining,"Kesar Kulfi, Ghamandi Lassi, Biryani, Corn Soup, Kokum Juice, Vanilla Ice Cream, Bloody Mary","Modern Indian, North Indian",1800.0,Dine-out,Malleshwaram
Latitude - Tulip Inn,No,No,3.7,42,Seshadripuram,Casual Dining,Biryani,"North Indian, Chinese, Seafood, South Indian",1300.0,Dine-out,Malleshwaram
Dum Pukht Jolly Nabobs - ITC Windsor,No,Yes,4.3,291,Sankey Road,Fine Dining,"Jumbo Prawns, Paratha, Shahi Tukda, Tikki, Dumpukht Biryani, Dum Biryani, Subz Biryani",North Indian,4000.0,Dine-out,Malleshwaram
Sanadige - Goldfinch Hotel,No,Yes,4.1,432,Seshadripuram,Casual Dining,"Sea Food, Fish, Prawn Ghee Roast, Neer Dosa, Chicken Sukha, Appam, Tawa Chicken","Kerala, Mangalorean, Maharashtrian, Goan, Seafood",1200.0,Dine-out,Malleshwaram
Starbucks,No,No,4.3,177,Sadashiv Nagar,Cafe,"Hot Chocolate, Chicken Sandwich, Cappuccino, Hot Coffee, Hazelnut Latte, Tea","Cafe, Desserts",700.0,Dine-out,Malleshwaram
Pakwan,Yes,Yes,4.1,289,Sadashiv Nagar,Casual Dining,"Virgin Colada, Naan, Biryani, Raita, Tomato Basil Soup, Babycorn Manchurian, Cheese Kurkuri","North Indian, Chinese, Italian",800.0,Dine-out,Malleshwaram
Sanman,No,No,4.0,149,Seshadripuram,Casual Dining,"Rava Dosa, Filter Coffee, Masala Dosa, Pongal, Rava Idli, Vada","North Indian, South Indian, Fast Food, Chinese",700.0,Dine-out,Malleshwaram
Nandhini Deluxe,No,No,4.0,471,Sankey Road,Casual Dining,"Mutton Chops, Fish, Andhra Biryani, Thali, Hyderabadi Biryani, Chicken Biryani, Mutton Fry",North Indian,600.0,Dine-out,Malleshwaram
OKO - The Lalit Ashok Bangalore,No,Yes,4.0,207,Seshadripuram,Fine Dining,"Spring Roll, Sushi, Noodles, Rolls, Wine, Fish, Sea Food","Japanese, Asian",2200.0,Dine-out,Malleshwaram
Dublin - ITC Windsor,No,Yes,4.1,187,Sankey Road,Bar,"Fish, Cocktails, Chips, Pizza, Beer, Pie, Tiramisu",European,2500.0,Dine-out,Malleshwaram
New Samrat Restaurant,No,No,4.1,62,Seshadripuram,Casual Dining,Masala Dosa,"North Indian, South Indian, Chinese",450.0,Dine-out,Malleshwaram
Northwind,No,No,3.9,83,Seshadripuram,Casual Dining,"Pandi Curry, Khichda, Chicken Biryani","Biryani, Chinese, North Indian, Mangalorean",650.0,Dine-out,Malleshwaram
Baluchi - The Lalit Ashok Bangalore,No,Yes,4.0,134,Seshadripuram,Fine Dining,"Tandoori Chicken, Nalli Nihari, Rose Kulfi, Roti, Biryani, Raita, Thali","North Indian, Kashmiri, Mughlai",3700.0,Dine-out,Malleshwaram
Chung Wah,Yes,No,3.9,134,Sadashiv Nagar,Casual Dining,"Manchow Soup, Dragon Rolls, Spring Roll, Sweet Corn Soup, Prawn, Babycorn Manchurian","Chinese, Thai, Momos, Vietnamese",700.0,Dine-out,Malleshwaram
Chowmein,Yes,No,4.0,280,Seshadripuram,Casual Dining,"Noodles, Chicken Noodle, Chop Suey, Chowmein, Rolls, Clear Soup, Chinese Bhel","North Indian, Chinese, Thai, Momos",600.0,Dine-out,Malleshwaram
Swaadishta Restaurant,No,No,2.5,60,Sadashiv Nagar,Casual Dining,"Biryani, Thali","Andhra, North Indian, Chinese, Mangalorean",750.0,Dine-out,Malleshwaram
Swathi Restaurant,No,No,3.9,35,Seshadripuram,Casual Dining,Biryani,"Chinese, North Indian, South Indian",600.0,Dine-out,Malleshwaram
Hotel Karavali Beach,Yes,No,3.5,19,Seshadripuram,Casual Dining,Biryani,"Seafood, Mangalorean, Chinese",500.0,Dine-out,Malleshwaram
Jashn - Le Meridien,No,No,3.7,47,Sankey Road,Fine Dining,Biryani,"North Indian, Mughlai",2000.0,Dine-out,Malleshwaram
Sagar,Yes,No,4.0,152,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600.0,Dine-out,Malleshwaram
The Golden Metro,Yes,No,3.6,70,Seshadripuram,Casual Dining,Biryani,"North Indian, Mughlai, Chinese, Continental",800.0,Dine-out,Malleshwaram
Sports Bar - Le Meridien,No,No,3.7,33,Sankey Road,Lounge,Biryani,Finger Food,2500.0,Dine-out,Malleshwaram
Uttarkhand,No,No,2.9,21,Seshadripuram,Casual Dining,Biryani,"Chinese, North Indian, Continental",700.0,Dine-out,Malleshwaram
Samudra Bar & Restaurant,No,No,2.9,35,Seshadripuram,"Casual Dining, Bar",Biryani,"North Indian, Mughlai, Chinese",800.0,Dine-out,Malleshwaram
Cinnamon,No,No,3.7,28,Seshadripuram,Casual Dining,Biryani,"North Indian, Asian, Continental",1000.0,Dine-out,Malleshwaram
Amazing Blue Pub,No,No,3.4,10,Seshadripuram,Pub,Biryani,Finger Food,900.0,Dine-out,Malleshwaram
The Rasoi,No,No,3.7,33,Seshadripuram,Casual Dining,Biryani,"North Indian, Chinese, Hyderabadi",650.0,Dine-out,Malleshwaram
La Boulangerie - Le Meridien,No,No,3.7,18,Sankey Road,Fine Dining,Biryani,"Continental, Chinese, North Indian",2000.0,Dine-out,Malleshwaram
Nikki's,Yes,No,3.1,43,Sadashiv Nagar,Casual Dining,Biryani,"Chinese, North Indian",600.0,Dine-out,Malleshwaram
Prashanth Grand,No,No,2.9,14,Seshadripuram,Quick Bites,Biryani,"South Indian, North Indian, Chinese",300.0,Dine-out,Malleshwaram
New Shanthi Sagar,No,No,2.7,39,Sadashiv Nagar,Casual Dining,Biryani,"South Indian, North Indian, Chinese, Beverages",550.0,Dine-out,Malleshwaram
Happy Hours,No,No,3.8,24,Seshadripuram,"Cafe, Dessert Parlor",Biryani,"Cafe, Desserts",400.0,Dine-out,Malleshwaram
Glacier - Citrine Hotel,No,No,3.6,27,Seshadripuram,Bar,Biryani,"Finger Food, North Indian, Chinese",1000.0,Dine-out,Malleshwaram
Kwatlay Rest-O-Cafe,No,No,4.1,184,Seshadripuram,Casual Dining,"Paratha, Paneer Sizzler, Pizza, Thick Shakes, White Sauce Pasta, Mexican Rice, Chinese Sizzlers","Continental, Cafe, Italian, North Indian",800.0,Dine-out,Malleshwaram
Sangeetha Bar & Restaurant,No,No,3.4,11,Seshadripuram,"Bar, Casual Dining",Biryani,"North Indian, South Indian",800.0,Dine-out,Malleshwaram
HVR Veg,Yes,No,4.5,96,Seshadripuram,Quick Bites,"Vada, Masala Idli, Benne Khali Dosa, Benne Masala Dosa, Set Dosa, Filter Coffee",South Indian,300.0,Dine-out,Malleshwaram
Chikkanna Tiffin Room,Yes,No,4.3,84,Seshadripuram,Quick Bites,"Masala Dosa, Coffee, Khali Dosa, Idli, Kali Dosa",South Indian,200.0,Dine-out,Malleshwaram
Gundappa Donne Biryani,Yes,No,3.8,177,Seshadripuram,Quick Bites,"Chilli Chicken, Chicken Curry, Mutton Biryani, Gundappa Donne Biryani",Biryani,300.0,Dine-out,Malleshwaram
Donne Biriyani Angadi Mane,Yes,No,3.4,83,Sadashiv Nagar,Quick Bites,Biryani,"Biryani, Chinese",250.0,Dine-out,Malleshwaram
Jay Bhavani Vadapav,Yes,No,3.5,25,Seshadripuram,Quick Bites,Biryani,"Maharashtrian, Street Food",150.0,Dine-out,Malleshwaram
